"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2021-6574-6/07/2022","02",0,"SA","Utility","2007","South","Male","058","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5168",,
"2021-6574-6/07/2022","03",0,"SA","Motor Cars - Sedan","2017","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6575-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","North","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5063",,
"2021-6575-6/07/2022","02",0,"SA","Station Wagon","2019","North","Male","063","SA","C ","Full","Not Towing","Parked","001","5061",,
"2021-6576-6/07/2022","01",0,"SA","Motor Cars - Sedan","1985","North East","Male","079","SA","C ","Full","Not Towing","Straight Ahead","001","5012",,
"2021-6576-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East",,,,,,"Unknown","Parked","000",,,
"2021-6576-6/07/2022","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East",,,,,,"Unknown","Parked","000",,,
"2021-6577-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","West","Female","055","SA","C ","Full","Not Towing","Straight Ahead","001","5025",,
"2021-6577-6/07/2022","02",0,"SA","Utility","2017","West","Male","044","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5032",,
"2021-6578-6/07/2022","01",1,"SA","Motor Cars - Sedan","2013","East","Female","030","SA","C ","Provisional 1 ","Not Towing","Left Turn","002","5171",,
"2021-6578-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2017","North","Male","043","SA","HRR ","Full","Not Towing","Straight Ahead","001","5113",,
"2021-6579-6/07/2022","01",1,"SA","Motor Cars - Sedan","2014","North East","Male","075","SA","C ","Full","Not Towing","Straight Ahead","001","5700",,
"2021-6579-6/07/2022","02",0,"SA","Utility","2012","North East",,,,,,"Unknown","Parked","000",,,
"2021-6579-6/07/2022","03",0,"SA","Motor Cars - Sedan","2011","North East",,,,,,"Unknown","Parked","000",,,
"2021-6580-6/07/2022","01",0,"ACT","Station Wagon","2013","East","Female","043","SA","C ","Full","Not Towing","Left Turn","001","5064",,
"2021-6580-6/07/2022","02",0,"SA","Station Wagon","2008","North","Male","048","SA","C ","Full","Not Towing","Straight Ahead","001","5065",,
"2021-6581-6/07/2022","01",0,"SA","Utility","2004","North East","Female","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5114",,
"2021-6581-6/07/2022","02",0,"SA","Panel Van","2019","North East","Male","032","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2021-6581-6/07/2022","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6582-6/07/2022","01",0,"SA","Motor Cars - Sedan","2012","South West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2021-6582-6/07/2022","02",0,"SA","Station Wagon","2003","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2021-6583-6/07/2022","01",0,"SA","SEMI TRAILER","2020","South West",,,,,,"Trailer","Parked","000",,,
"2021-6583-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6584-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","South East","Male","057","SA","MRR ","Full","Not Towing","Straight Ahead","001","5173",,
"2021-6584-6/07/2022","02",0,"VIC","Motor Cars - Sedan","2020","South East",,,,,,"Not Towing","Parked","000",,,
"2021-6585-6/07/2022","01",0,"SA","Utility","2012","North West","Male","049","SA","MR","Full","Not Towing","Straight Ahead","001","5093",,
"2021-6585-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6586-6/07/2022","01",0,"SA","Station Wagon","2009","North East","Male","059","SA","C ","Full","Not Towing","Straight Ahead","001","5084",,
"2021-6586-6/07/2022","02",1,"SA","Motor Cars - Sedan","2019","North East","Female","075","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5114",,
"2021-6586-6/07/2022","03",0,"SA","Motor Cars - Sedan","2015","North East","Male","065","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5112",,
"2021-6587-6/07/2022","01",0,"SA","Station Wagon","2019","North East","Female","036","SA","C ","Full","Not Towing","Right Turn","004","5159",,
"2021-6587-6/07/2022","02",0,"SA","Station Wagon","2014","South West","Female","038","SA","C ","Full","Not Towing","Straight Ahead","002","5042",,
"2021-6588-6/07/2022","01",0,"SA","Motor Cars - Sedan","2007","West","Female","021","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2021-6588-6/07/2022","02",0,"SA","Utility","2005","West","Male","036","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5015",,
"2021-6589-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","South East","Male","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5112",,
"2021-6589-6/07/2022","02",0,"SA","Station Wagon","2004","South East","Male","055","SA","HCR ","Full","Not Towing","Straight Ahead","001","5108",,
"2021-6590-6/07/2022","01",0,"SA","Station Wagon","2005","North","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5032",,
"2021-6590-6/07/2022","02",1,"SA","Motor Cars - Sedan","2005","South","Female","019","SA","C ","Provisional 2","Not Towing","Right Turn","002","5092",,
"2021-6591-6/07/2022","01",0,"SA","Motor Cars - Sedan","2000","East","Male","025","SA","HR","Full","Not Towing","Right Turn","001","5023",,
"2021-6591-6/07/2022","02",0,"SA","Motor Cars - Sedan","1995","West","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2021-6592-6/07/2022","01",0,"SA","Utility","2001","South","Male","055","SA","C R ","Full","Not Towing","Straight Ahead","001","5608",,
"2021-6592-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","South","Male","039","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5169",,
"2021-6592-6/07/2022","03",0,"SA","Station Wagon","2019","South","Female","053","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5159",,
"2021-6592-6/07/2022","04",0,"SA","Station Wagon","2013","South","Female","030","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5161",,
"2021-6593-6/07/2022","01",0,"SA","Motor Cars - Sedan","1995","South East","Male","029","SA","C ","Full","Not Towing","Straight Ahead","002","5204",,
"2021-6593-6/07/2022","02",0,"SA","Motor Cars - Sedan","2016","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6594-6/07/2022","01",0,"SA","Station Wagon","2009","North East","Female","026","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2021-6594-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","North East","Male","046","SA","C ","Full","Not Towing","Straight Ahead","002","5114",,
"2021-6595-6/07/2022","01",0,"SA","BDOUBLE - ROAD TRAIN","2016","North West","Male","049","SA","MC","Full",,"Straight Ahead","001","5280","Y",
"2021-6595-6/07/2022","02",0,,"Bridge",,,,,,,,,,,,,
"2021-6596-6/07/2022","01",1,"SA","Motor Cars - Sedan","2003","East","Female","026","SA","C ","Full","Not Towing","Straight Ahead","002","5092",,
"2021-6596-6/07/2022","02",1,"SA","Motor Cars - Sedan","2009","West","Female","020","SA","C ","Full","Not Towing","Right Turn","001","5108",,
"2021-6597-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","North East","Female","042","SA","C ","Full","Not Towing","Straight Ahead","002","5139",,
"2021-6597-6/07/2022","02",0,"SA","Station Wagon","2003","North West","Male","053","SA","C ","Full","Not Towing","Straight Ahead","002","5107",,
"2021-6598-6/07/2022","01",0,"SA","Station Wagon","1989","North East","Male","023","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5113",,
"2021-6598-6/07/2022","02",1,,"Pedal Cycle",,"North West","Female","023",,,,,"Leaving Private Driveway","001","5290",,
"2021-6599-6/07/2022","01",0,"SA","Motor Cars - Sedan","2012","North West","Female","037","SA","C ","Full","Not Towing","Straight Ahead","001","5012",,
"2021-6599-6/07/2022","02",1,"SA","Scooter","2008","North East","Male","029","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5093",,
"2021-6599-6/07/2022","03",0,"SA","Taxi Cab","2015","North East","Male","034","SA","C ","Full","Not Towing","Straight Ahead","002","5086",,
"2021-6600-6/07/2022","01",0,"SA","Station Wagon","2017","North","Male","023","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2021-6600-6/07/2022","02",0,"SA","Station Wagon","2009","North","Female","017","SA","C ","Provisional 1 ","Not Towing","Parked","002","5075",,
"2021-6601-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","North West","Male","069","SA","HR","Full","Not Towing","Straight Ahead","001","5360",,
"2021-6601-6/07/2022","02",0,,"Animal - Domestic - Not Ridden",,,,,,,,,,,,,
"2021-6602-6/07/2022","01",0,,"Pedal Cycle",,"South West","Male","053",,,,,"Straight Ahead","001","XXXX",,
"2021-6602-6/07/2022","02",0,"SA","Station Wagon","2018","South West","Female","033","SA","C ","Full","Not Towing","Straight Ahead","001","5065",,
"2021-6603-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","East","Male","063","SA","C ","Full","Not Towing","Left Turn","001","5353",,
"2021-6603-6/07/2022","02",0,"SA","Station Wagon","2015","North","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5163",,
"2021-6604-6/07/2022","01",0,"SA","Station Wagon","2011","East","Female","039","SA","C ","Full","Not Towing","Right Turn","003","5062",,
"2021-6604-6/07/2022","02",0,"SA","Station Wagon","2013","North","Female","038","SA","C ","Full","Not Towing","Straight Ahead","003","5062",,
"2021-6605-6/07/2022","01",0,,"Pedal Cycle",,"North East","Male","045",,,,,"Straight Ahead","001","5075",,
"2021-6605-6/07/2022","02",0,"SA","Motor Cars - Sedan","2004","South East","Male","049","SA","C ","Full","Not Towing","Left Turn","001","5092",,
"2021-6606-6/07/2022","01",0,"SA","Utility","2013","East","Female","027","SA","C ","Full","Not Towing","Straight Ahead","001","5453",,
"2021-6606-6/07/2022","02",0,"SA","Utility","2008","West","Male","037","SA","HCR ","Full","Not Towing","Straight Ahead","001","5453",,
"2021-6607-6/07/2022","01",0,"SA","Utility","2017","East","Male","043","SA","C ","Full","Not Towing","Straight Ahead","002","5082",,
"2021-6607-6/07/2022","02",0,"SA","Motor Cars - Sedan","2021","North","Female","029","O/S","C ","Full","Not Towing","Straight Ahead","001","5082",,
"2021-6608-6/07/2022","01",0,"SA","Motor Cars - Sedan","2015","South West","Male","063","SA","C ","Full","Not Towing","Left Turn","001","5074",,
"2021-6608-6/07/2022","02",1,,"Pedal Cycle",,"South West","Male","060",,,,,"Straight Ahead","001","5073",,
"2021-6609-6/07/2022","01",0,"SA","Motor Cars - Sedan","2021","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2021-6609-6/07/2022","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6610-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","North East","Male","027","SA","C ","Full","Not Towing","Straight Ahead","001","5556",,
"2021-6610-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-6611-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","North East","Female","020","SA","C ","Full","Not Towing","Straight Ahead","002","5048",,
"2021-6611-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-6612-6/07/2022","01",1,"SA","Motor Cars - Sedan","2017","South East","Female","055","SA","C ","Learners","Not Towing","U Turn","002","5096",,
"2021-6612-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2010","North West","Male","033","SA","HCR ","Full","Not Towing","Straight Ahead","001","5118",,
"2021-6613-6/07/2022","01",1,"SA","Motor Cars - Sedan","1995","North","Male","034","SA","C ","Full","Not Towing","Straight Ahead","001","5153",,
"2021-6613-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2011","North","Male","050","SA","HR","Full","Not Towing","Swerving","001","5022",,
"2021-6614-6/07/2022","01",0,"SA","Utility","1994","North West","Male","060","SA","C ","Full","Not Towing","Right Turn","001","5109",,
"2021-6614-6/07/2022","02",0,"SA","Motor Cars - Sedan","2005","North East","Male","039","SA","C ","Full","Not Towing","Straight Ahead","001","5018",,
"2021-6614-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6615-6/07/2022","01",0,"NT","Utility","2008","South East","Male","065","NT","C ","Full","Not Towing","Straight Ahead","001","0870",,
"2021-6615-6/07/2022","02",0,"SA","Panel Van","2017","South","Unknown","XXX","SA","C ","Full","Not Towing","Right Turn","001","5023",,
"2021-6616-6/07/2022","01",0,"SA","Station Wagon","2016","West","Female","025","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2021-6616-6/07/2022","02",0,"SA","Utility","2003","West","Female","054","SA","C R ","Full","Not Towing","Straight Ahead","001","5171",,
"2021-6616-6/07/2022","03",0,"SA","RIGID TRUCK LGE GE 4.5T","2016","West","Male","040","SA","MR","Full","Not Towing","Stopped on Carriageway","002","5114",,
"2021-6617-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","North","Male","085","SA","LR","Full","Not Towing","Right Turn","001","5045",,
"2021-6617-6/07/2022","02",0,"SA","Motor Cars - Sedan","2012","East","Female","041","SA","MR","Full","Not Towing","Right Turn","001","5019",,
"2021-6618-6/07/2022","01",0,,"Pedestrian on Road",,"North","Male","049",,,,,"Crossing with Traffic Signals",,"5252",,
"2021-6618-6/07/2022","02",0,"SA","Motor Cars - Sedan","2020","South","Male","068","SA","HR","Full","Not Towing","Left Turn","001","5169",,
"2021-6619-6/07/2022","01",1,"SA","Motor Cars - Sedan","2011","North West","Female","031","SA","C ","Full","Not Towing","Straight Ahead","002","5021",,
"2021-6619-6/07/2022","02",0,"SA","Motor Cars - Sedan","2007","North West","Male","051","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5013",,
"2021-6620-6/07/2022","01",0,"SA","Utility","2018","North","Female","063","SA","C ","Full","Not Towing","Straight Ahead","001","5605",,
"2021-6620-6/07/2022","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2021-6621-6/07/2022","01",1,"VIC","Motor Cars - Sedan","2018","North West","Female","029","VIC","C ","Full","Not Towing","Stopped on Carriageway","001","XXXX",,
"2021-6621-6/07/2022","02",0,"SA","BDOUBLE - ROAD TRAIN","2012","North West","Male","035","SA","MC","Full",,"Straight Ahead","001","5501",,
"2021-6622-6/07/2022","01",0,"SA","Motor Cars - Sedan","2017","North East","Female","022","SA","C ","Full","Not Towing","Straight Ahead","001","5169",,
"2021-6622-6/07/2022","02",0,"SA","SEMI TRAILER","2005","North East","Male","048","SA","MCRD","Full","Not Towing","Swerving","001","5174",,
"2021-6622-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6623-6/07/2022","01",1,"SA","Motor Cycle","2004","North East","Male","022","SA","R ","Provisional 2","Not Towing","Right Turn","001","5108",,
"2021-6623-6/07/2022","02",0,"SA","Motor Cars - Sedan","2008","South West","Female","065","SA","C ","Full","Not Towing","Straight Ahead","002","5014",,
"2021-6624-6/07/2022","01",0,"SA","Motor Cars - Sedan","2008","North East","Male","019","SA","C ","Provisional 2","Not Towing","Right Turn","001","5097",,
"2021-6625-6/07/2022","01",0,"SA","Other Defined Special Vehicle","2019","West","Male","029","SA","HR","Full","Not Towing","Straight Ahead","001","5115",,
"2021-6625-6/07/2022","02",0,"SA","Motor Cars - Sedan","1997","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Overtaking - on Right","001","XXXX",,
"2021-6625-6/07/2022","03",0,"SA","Motor Cars - Sedan","2008","West",,,,,,"Not Towing","Parked","000",,,
"2021-6626-6/07/2022","01",0,"SA","Motor Cycle","2009","North",,,,,,"Not Towing","Parked","000",,,
"2021-6626-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","West","Female","065","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5558",,
"2021-6627-6/07/2022","01",0,"SA","Motor Cars - Sedan","2008","West","Male","024","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5084",,
"2021-6627-6/07/2022","02",0,"SA","Motor Cars - Sedan","2008","West","Male","052","SA","C ","Full","Not Towing","Straight Ahead","001","5087",,
"2021-6628-6/07/2022","01",0,"SA","Motor Cars - Sedan","2019","South","Female","025","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5049",,
"2021-6628-6/07/2022","02",0,"SA","Panel Van","2018","East","Male","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2021-6629-6/07/2022","01",0,"SA","Motor Cars - Sedan","2007","North","Male","035","SA","C ","Full","Not Towing","Straight Ahead","003","5038",,
"2021-6629-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","West","Male","030","SA","C ","Full","Not Towing","Right Turn","001","5162",,
"2021-6629-6/07/2022","03",0,"SA","Motor Cars - Sedan","2012","South","Male","046","SA","C ","Full","Not Towing","Straight Ahead","003","5039",,
"2021-6630-6/07/2022","01",1,"SA","Station Wagon","2014","North West","Female","055","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5084",,
"2021-6630-6/07/2022","02",0,"SA","Utility","2018","North West","Male","046","SA","C ","Full","Not Towing","Straight Ahead","001","5024",,
"2021-6631-6/07/2022","01",0,"SA","Utility","2009","South","Male","037","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5042",,
"2021-6631-6/07/2022","02",0,"SA","Motor Cars - Sedan","2000","South","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5039",,
"2021-6632-6/07/2022","01",0,"SA","Station Wagon","2013","South East","Female","065","SA","C ","Full","Not Towing","Swerving","004","5087",,
"2021-6632-6/07/2022","02",0,"SA","Utility","2015","South East","Male","046","SA","C R ","Full","Not Towing","Straight Ahead","004","5108",,
"2021-6633-6/07/2022","01",0,"SA","Utility","2017","South","Male","033","SA","HCR ","Full","Not Towing","Straight Ahead","002","5169",,
"2021-6633-6/07/2022","02",0,"SA","Motor Cars - Sedan","2020","South","Female","047","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5170",,
"2021-6633-6/07/2022","03",0,"SA","Utility","2021","South","Female","025","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5169",,
"2021-6634-6/07/2022","01",0,,"Small Wheel Vehicle User",,"North","Male","006",,,,,"Crossing with Traffic Signals",,"XXXX",,
"2021-6634-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","XXXX",,
"2021-6635-6/07/2022","01",0,"SA","Motor Cars - Sedan","2009","South","Male","028","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2021-6635-6/07/2022","02",0,"SA","Motor Cars - Sedan","2017","South","Female","059","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5021",,
"2021-6636-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2015","South West","Male","061","SA","MR","Full","Not Towing","Straight Ahead","001","5090",,
"2021-6636-6/07/2022","02",0,"SA","Station Wagon","2019","South West","Male","050","SA","C ","Full","Not Towing","Swerving","001","5070",,
"2021-6637-6/07/2022","01",0,"SA","Station Wagon","2003","North East","Male","028","SA","MR","Full","Not Towing","Right Turn","001","5085",,
"2021-6637-6/07/2022","02",0,"SA","Station Wagon","2019","South West","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5085",,
"2021-6638-6/07/2022","01",0,"SA","Motor Cars - Sedan","1997","South East","Female","062","SA","MR","Full","Not Towing","Right Turn","001","5108",,
"2021-6638-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East",,,,,,"Unknown","Parked","000",,,
"2021-6639-6/07/2022","01",0,"SA","Motor Cars - Sedan","2010","South","Male","019","SA","C ","Provisional 1 ","Not Towing","Right Turn","001","5083",,
"2021-6639-6/07/2022","02",0,"SA","Motor Cars - Sedan","2019","North","Male","019","O/S","C ","Full","Not Towing","Straight Ahead","003","5000",,
"2021-6640-6/07/2022","01",0,"SA","Motor Cars - Sedan","2007","South East","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5252",,
"2021-6640-6/07/2022","02",0,,"Guard Rail",,,,,,,,,,,,,
"2021-6641-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","West","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5073",,
"2021-6641-6/07/2022","02",1,"SA","Motor Cars - Sedan","2010","West","Male","043","SA","C ","Full","Not Towing","Straight Ahead","001","5074",,
"2021-6641-6/07/2022","03",0,"SA","Motor Cars - Sedan","2016","West","Male","050","SA","C ","Full","Not Towing","Straight Ahead","004","5040",,
"2021-6642-6/07/2022","01",0,"SA","Station Wagon","2008","North","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5165",,
"2021-6642-6/07/2022","02",1,"SA","Motor Cars - Sedan","2008","South","Female","038","SA","C ","Provisional 2","Not Towing","Right Turn","001","5165",,
"2021-6643-6/07/2022","01",1,"SA","SEMI TRAILER","2015","South West","Male","041","SA","HC","Full","Trailer","Straight Ahead","001","5540","Y",
"2021-6643-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6644-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2021-6644-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-6644-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6645-6/07/2022","01",1,"SA","Utility","2017","North","Male","050","SA","C ","Full","Not Towing","Straight Ahead","001","5554",,
"2021-6645-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-6646-6/07/2022","01",1,"SA","Motor Cars - Sedan","2012","East","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5037",,
"2021-6646-6/07/2022","02",0,"SA","Station Wagon","2014","West","Female","029","SA","C ","Learners","Not Towing","Right Turn","001","5011",,
"2021-6647-6/07/2022","01",1,"SA","Motor Cars - Sedan","1999","North","Male","017","SA","C ","Learners","Not Towing","Straight Ahead","002","5024",,
"2021-6647-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-6648-6/07/2022","01",0,"SA","Station Wagon","2012","South","Female","029","SA","C ","Full","Not Towing","Straight Ahead","001","5041",,
"2021-6648-6/07/2022","02",1,,"Pedestrian on Road",,"South West","Male","070",,,,,"Crossing without Control",,"5034",,
"2021-6649-6/07/2022","01",0,"SA","Utility","2006","North","Male","022","SA","C ","Full","Not Towing","Left Turn","001","5067",,
"2021-6649-6/07/2022","02",0,"SA","Utility","2015","West","Male","062","SA","HC","Full","Trailer","Straight Ahead","002","5008",,
"2021-6650-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","North","Male","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5167",,
"2021-6650-6/07/2022","02",0,"SA","Station Wagon","2016","North","Male","032","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5163",,
"2021-6650-6/07/2022","03",0,"SA","Utility","2020","North","Male","027","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5159",,
"2021-6651-6/07/2022","01",2,"SA","Station Wagon","2020","South West","Female","042","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5251",,
"2021-6651-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6652-6/07/2022","01",0,"SA","Motor Cars - Sedan","2009","North","Female","029","SA","C ","Full","Not Towing","Straight Ahead","001","5343",,
"2021-6652-6/07/2022","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2021-6653-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","1998","South","Male","045","SA","HR","Full","Not Towing","Straight Ahead","001","5114",,
"2021-6653-6/07/2022","02",0,"SA","Station Wagon","2018","South","Female","050","SA","C ","Full","Not Towing","Swerving","001","5109",,
"2021-6654-6/07/2022","01",0,"SA","Station Wagon","2009","North West","Female","510","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2021-6654-6/07/2022","02",0,"SA","Utility","2021","North West","Male","040","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5072",,
"2021-6655-6/07/2022","01",0,"SA","Station Wagon","2020","South","Female","035","SA","C ","Full","Not Towing","Straight Ahead","001","5501",,
"2021-6655-6/07/2022","02",1,"SA","Motor Cars - Sedan","2016","North","Female","058","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2021-6655-6/07/2022","03",0,"SA","Station Wagon","2010","North","Female","038","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5038",,
"2021-6656-6/07/2022","01",0,"SA","Motor Cars - Sedan","2018","North","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5251",,
"2021-6656-6/07/2022","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2021-6657-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","North East","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5126",,
"2021-6657-6/07/2022","02",0,,"Guard Rail",,,,,,,,,,,,,
"2021-6657-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-6658-6/07/2022","01",0,"SA","Station Wagon","2017","North",,,,,,"Not Towing","Parked","000",,,
"2021-6658-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6659-6/07/2022","01",1,"SA","Motor Cars - Sedan","1997","North","Female","021","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5163",,
"2021-6659-6/07/2022","02",0,"SA","Utility","1999","North","Female","047","SA","C ","Full","Not Towing","Straight Ahead","001","5164",,
"2021-6660-6/07/2022","01",0,"SA","Motor Cars - Sedan","2010","West","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5045",,
"2021-6660-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-6661-6/07/2022","01",0,"SA","Station Wagon","2003","East","Male","051","SA","C ","Full","Not Towing","U Turn","001","5062",,
"2021-6661-6/07/2022","02",1,"SA","Motor Cycle","2016","East","Male","055","SA","C R ","Full","Not Towing","Straight Ahead","001","5023",,
"2021-6662-6/07/2022","01",1,"SA","Motor Cars - Sedan","2012","South East","Female","027","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5253",,
"2021-6662-6/07/2022","02",0,"SA","Utility","2001","South East","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5251",,
"2021-6663-6/07/2022","01",1,,"Powered Scooter (E-Scooter)",,"North","Male","042",,,,,"Left Turn","001","5540",,
"2021-6663-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
