"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2021-102-6/07/2022","01",1,"SA","Motor Cars - Sedan","2004","North","Male","020","SA","C ","Full","Not Towing","Straight Ahead","001","5000",,
"2021-102-6/07/2022","02",0,"SA","Motor Cars - Sedan","2015","North","Male","021","SA","HR","Full","Not Towing","Stopped on Carriageway","001","5098",,
"2021-102-6/07/2022","03",0,"SA","Motor Cars - Sedan","2008","North","Male","026","SA","C ","Full","Not Towing","Stopped on Carriageway","005","5074",,
"2021-103-6/07/2022","01",0,"SA","Motor Cars - Sedan","2007","North West","Female","051","SA","C ","Full","Not Towing","Straight Ahead","001","5025",,
"2021-103-6/07/2022","02",0,"UNKNOWN","Motor Cycle","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2021-104-6/07/2022","01",0,"SA","Motor Cars - Sedan","2008","South","Male","023","O/S","C R ","Full","Not Towing","Stopped on Carriageway","001","5085",,
"2021-104-6/07/2022","02",0,"SA","Motor Cars - Sedan","2016","South","Male","033","SA","HR","Full","Not Towing","Straight Ahead","001","5063",,
"2021-105-6/07/2022","01",0,"SA","Motor Cars - Sedan","2007","East","Female","032","O/S","C ","Full","Not Towing","Straight Ahead","001","5352",,
"2021-105-6/07/2022","02",0,"SA","Station Wagon","2015","East","Female","056","SA","C ","Full","Not Towing","Straight Ahead","001","5082",,
"2021-105-6/07/2022","03",0,"SA","Station Wagon","1996","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-106-6/07/2022","01",0,"SA","Motor Cars - Sedan","2019","South West","Female","052","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2021-106-6/07/2022","02",0,"UNKNOWN","Motor Cycle","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2021-107-6/07/2022","01",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-107-6/07/2022","02",0,"SA","Station Wagon","2018","North West","Female","032","SA","C ","Full","Not Towing","Straight Ahead","001","5609",,
"2021-107-6/07/2022","03",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2021-108-6/07/2022","01",0,"SA","Station Wagon","2010","South","Male","061","SA","HCR ","Full","Not Towing","Swerving","001","5501",,
"2021-108-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-109-6/07/2022","01",1,"SA","Motor Cars - Sedan","2007","East","Female","059","SA","C ","Full","Not Towing","Left Turn","001","5072",,
"2021-109-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","East","Female","037","SA","C ","Full","Not Towing","Straight Ahead","001","5083",,
"2021-110-6/07/2022","01",0,"SA","Motor Cars - Sedan","2004","North West","Female","056","SA","C ","Full","Not Towing","Straight Ahead","001","5012",,
"2021-110-6/07/2022","02",0,"SA","Station Wagon","2006","South West","Male","030","O/S","XX","Unknown","Not Towing","Right Turn","001","5037",,
"2021-111-6/07/2022","01",0,"SA","Motor Cars - Sedan","2010","East","Male","062","SA","C ","Full","Not Towing","Left Turn","001","5008",,
"2021-111-6/07/2022","02",0,"SA","Utility","2010","North","Male","023","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2021-112-6/07/2022","01",0,"SA","Station Wagon","2019","North East","Female","043","SA","C ","Full","Not Towing","Swerving","001","5050",,
"2021-112-6/07/2022","02",0,,"Guard Rail",,,,,,,,,,,,,
"2021-113-6/07/2022","01",1,"VIC","Utility","2012","South West","Male","075","VIC","C ","Full","Not Towing","Straight Ahead","001","5118",,
"2021-113-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-114-6/07/2022","01",0,"SA","Taxi Cab","2019","North West","Female","074","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5700",,
"2021-114-6/07/2022","02",0,"SA","Motor Cars - Sedan","2011","North West","Male","057","SA","C ","Full","Not Towing","Straight Ahead","001","5700",,
"2021-115-6/07/2022","01",1,,"Pedal Cycle",,"South","Female","038",,,,,"Straight Ahead","001","5061",,
"2021-115-6/07/2022","02",0,"SA","Station Wagon","2019","West","Male","040","SA","C ","Full","Not Towing","Straight Ahead","001","5052",,
"2021-116-6/07/2022","01",1,"SA","Motor Cars - Sedan","2002","West","Male","082","SA","C ","Full","Not Towing","Parking - Parallel","001","5000",,
"2021-116-6/07/2022","02",0,"SA","Motor Cars - Sedan","2005","West",,,,,,"Unknown","Parked","000",,,
"2021-116-6/07/2022","03",0,"SA","Motor Cars - Sedan","2016","West",,,,,,"Unknown","Parked","000",,,
"2021-116-6/07/2022","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-116-6/07/2022","05",0,"SA","Motor Cars - Sedan","2000","West",,,,,,"Unknown","Parked","000",,,
"2021-116-6/07/2022","06",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-117-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","North","Female","062","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5162",,
"2021-117-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2002","North","Male","040","SA","HC","Full","Not Towing","Straight Ahead","001","5108",,
"2021-118-6/07/2022","01",0,,"Pedal Cycle",,"North","Female","049",,,,,"Straight Ahead","001","5084",,
"2021-118-6/07/2022","02",1,,"Pedestrian on Footpath/Carpark",,"East","Female","061",,,,,"Walking on Footpath",,"5085",,
"2021-119-6/07/2022","01",0,"SA","Station Wagon","2000","North East","Female","054","SA","C ","Full","Not Towing","Straight Ahead","001","5087",,
"2021-119-6/07/2022","02",0,"SA","Motor Cars - Sedan","2011","North East","Female","021","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5084",,
"2021-120-6/07/2022","01",1,"SA","Motor Cars - Sedan","2013","North East","Female","083","SA","C ","Full","Not Towing","Straight Ahead","001","5540",,
"2021-120-6/07/2022","02",0,"SA","Station Wagon","2016","North West","Male","049","SA","C ","Full","Not Towing","Right Turn","001","5540",,
"2021-121-6/07/2022","01",0,"SA","Motor Cars - Sedan","2008","South","Male","019","SA","C ","Learners","Not Towing","Straight Ahead","002","5094",,
"2021-121-6/07/2022","02",0,"SA","Motor Cars - Sedan","2004","South","Male","028","O/S","XX","Unknown","Not Towing","Stopped on Carriageway","001","5084",,
"2021-122-6/07/2022","01",0,"SA","Station Wagon","2007","North East","Female","022","SA","C ","Full","Not Towing","Straight Ahead","003","5221",,
"2021-122-6/07/2022","02",0,"SA","SEMI TRAILER","2006","South East","Male","067","SA","HC","Full","Trailer","Left Turn","001","5221",,
"2021-123-6/07/2022","01",2,"SA","Motor Cars - Sedan","1994","South West","Male","067","SA","C ","Full","Not Towing","Right Turn","002","5501",,
"2021-123-6/07/2022","02",1,"SA","Utility","2014","South","Male","059","SA","HC","Full","Not Towing","Straight Ahead","002","5121",,
"2021-124-6/07/2022","01",0,"SA","Motor Cars - Sedan","2001","North East","Male","061","SA","C ","Full","Not Towing","Straight Ahead","001","5373",,
"2021-124-6/07/2022","02",0,"SA","Motor Cars - Sedan","2013","North East","Female","059","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5125",,
"2021-124-6/07/2022","03",0,"SA","Station Wagon","2015","North East","Female","034","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5501",,
"2021-125-6/07/2022","01",0,"SA","Motor Cycle","2007","North East","Female","026","SA","MRRD","Full","Not Towing","Stopped on Carriageway","001","5731",,
"2021-125-6/07/2022","02",0,"SA","Motor Cars - Sedan","2017","North East","Female","048","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2021-126-6/07/2022","01",0,"SA","Motor Cars - Sedan","2000","South","Male","032","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5164",,
"2021-126-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-127-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","South East","Male","019","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5241",,
"2021-127-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-128-6/07/2022","01",0,"SA","Motor Cars - Sedan","2009","South East","Male","037","SA","C ","Full","Not Towing","Left Turn","001","5017",,
"2021-128-6/07/2022","02",0,"SA","SEMI TRAILER","2018","South East","Male","051","SA","MC","Probationary","Trailer","Swerving","001","5016",,
"2021-129-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","North West","Female","055","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5047",,
"2021-129-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","South West","Male","065","SA","C ","Full","Trailer","Straight Ahead","001","5046",,
"2021-130-6/07/2022","01",0,"NSW","Motor Cars - Sedan","XXXX","South","Male","018","NSW","C ","Provisional 2","Not Towing","Right Turn","002","5109",,
"2021-130-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-131-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","North East","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5095",,
"2021-131-6/07/2022","02",1,"SA","Motor Cars - Sedan","2015","North East","Female","026","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2021-131-6/07/2022","03",0,"SA","Motor Cars - Sedan","2008","North East","Female","021","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2021-132-6/07/2022","01",0,"SA","Station Wagon","2019","South West","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5082",,
"2021-132-6/07/2022","02",0,"SA","Motor Cars - Sedan","2013","West","Male","030","SA","C ","Full","Not Towing","Right Turn","003","5115",,
"2021-133-6/07/2022","01",1,"SA","Motor Cars - Sedan","2008","North","Male","053","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5114",,
"2021-133-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2017","North","Male","058","SA","HCR ","Full","Not Towing","Straight Ahead","001","5039",,
"2021-134-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","North West","Female","033","SA","C ","Full","Not Towing","Straight Ahead","002","5087",,
"2021-134-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-135-6/07/2022","01",1,"SA","Motor Cars - Sedan","2006","South East","Male","031","SA","HC","Unlicenced","Not Towing","Left Turn","001","5254",,
"2021-135-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-136-6/07/2022","01",0,"SA","Motor Cars - Sedan","2009","East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2021-136-6/07/2022","02",0,,"Traffic Signal Pole",,,,,,,,,,,,,
"2021-137-6/07/2022","01",1,"VIC","Motor Cars - Sedan","2011","West","Male","022","SA","C ","Provisional 2","Not Towing","Right Turn","001","5085",,
"2021-137-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2004","South","Male","030","SA","HR","Full","Trailer","Straight Ahead","002","5158",,
"2021-138-6/07/2022","01",0,"SA","Motor Cars - Sedan","2018","North West","Male","066","SA","MR","Full","Not Towing","Stopped on Carriageway","001","5255",,
"2021-138-6/07/2022","02",0,"SA","SEMI TRAILER","2020","North West","Male","039","SA","MC","Full","Trailer","Right Turn","001","5014",,
"2021-139-6/07/2022","01",1,"SA","Station Wagon","2008","North","Male","035","QLD","C ","Full","Not Towing","Straight Ahead","001","4301",,
"2021-139-6/07/2022","02",0,"SA","Utility","2015","North","Female","036","SA","C ","Full","Not Towing","Entering Private Driveway","001","5453",,
"2021-140-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","West","Male","021","SA","C ","Full","Not Towing","Right Turn","002","5039",,
"2021-140-6/07/2022","02",0,"SA","SEMI TRAILER","2019","East","Male","023","SA","MC","Full","Trailer","Left Turn","001","5107",,
"2021-141-6/07/2022","01",0,"SA","Station Wagon","2019","North West","Male","078","SA","C ","Full","Not Towing","Parking - Parallel","001","5290",,
"2021-141-6/07/2022","02",1,"SA","Station Wagon","2003","North West","Female","053","SA","C ","Full","Not Towing","Straight Ahead","002","5290",,
"2021-142-6/07/2022","01",0,"SA","Motor Cars - Sedan","1998","South West","Female","071","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5159",,
"2021-142-6/07/2022","02",0,"SA","Panel Van","2015","South West","Male","050","SA","C ","Full","Not Towing","Left Turn","001","5159",,
"2021-143-6/07/2022","01",0,"SA","Motor Cars - Sedan","2001","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2021-143-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-144-6/07/2022","01",0,"SA","Station Wagon","2008","North East",,,,,,"Not Towing","Parked","000",,,
"2021-144-6/07/2022","02",0,"SA","SEMI TRAILER","2002","North East","Male","039","SA","HCR ","Full","Trailer","UnParking - Parallel","002","5290",,
"2021-145-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","South West","Female","023","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5107",,
"2021-145-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","South West","Male","036","SA","MR","Full","Not Towing","Straight Ahead","001","5019",,
"2021-145-6/07/2022","03",0,"SA","Motor Cars - Sedan","2013","South West","Male","061","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5096",,
"2021-146-6/07/2022","01",0,,"Pedal Cycle",,"North","Male","035",,,,,"Straight Ahead","001","5019",,
"2021-146-6/07/2022","02",0,"SA","Taxi Cab","2013","North","Male","052","SA","HR","Full","Not Towing","Swerving","001","5045",,
"2021-147-6/07/2022","01",0,"SA","Motor Cars - Sedan","2008","North","Female","029","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5013",,
"2021-147-6/07/2022","02",0,,"Wire Rope Barrier",,,,,,,,,,,,,
"2021-148-6/07/2022","01",1,"SA","Motor Cars - Sedan","2013","North","Female","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5260",,
"2021-148-6/07/2022","02",0,"SA","Utility","2014","North East","Male","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5235",,
"2021-149-6/07/2022","01",0,"SA","Station Wagon","2016","South","Male","043","SA","C ","Full","Not Towing","Straight Ahead","001","5116",,
"2021-149-6/07/2022","02",0,"SA","Utility","2013","South","Male","053","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5109",,
"2021-150-6/07/2022","01",1,"SA","Motor Cycle","2011","South","Male","019","SA","C RD","Learners","Not Towing","Straight Ahead","001","5042",,
"2021-150-6/07/2022","02",0,"SA","Motor Cars - Sedan","1996","North","Male","025","O/S","C ","Full","Not Towing","Right Turn","001","5072",,
"2021-151-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","North","Female","053","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5109",,
"2021-151-6/07/2022","02",0,"SA","Motor Cars - Sedan","1998","North","Female","051","SA","C ","Full","Not Towing","Straight Ahead","001","5350",,
"2021-152-6/07/2022","01",1,"SA","Motor Cars - Sedan","2011","North","Male","066","SA","C ","Full","Not Towing","Straight Ahead","001","5075",,
"2021-152-6/07/2022","02",0,"SA","Utility","2008","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-153-6/07/2022","01",0,"SA","Motor Cars - Sedan","1998","North West","Male","057","SA","C ","Full","Not Towing","Right Turn","001","5290",,
"2021-153-6/07/2022","02",0,,"Pedestrian on Road",,"South East","Male","024",,,,,"Crossing with Traffic Signals",,"5290",,
"2021-154-6/07/2022","01",1,"SA","Motor Cars - Sedan","2013","North East","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5031",,
"2021-154-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-154-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-154-6/07/2022","04",0,,"Sign Post",,,,,,,,,,,,,
"2021-155-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","South East","Male","080","SA","C ","Full","Not Towing","Straight Ahead","002","5214",,
"2021-155-6/07/2022","02",0,"SA","Motor Cars - Sedan","2010","South East","Male","073","SA","C ","Full","Not Towing","Straight Ahead","002","5213",,
"2021-155-6/07/2022","03",0,"SA","Utility","2002","South East","Male","059","SA","LR","Full","Not Towing","Straight Ahead","001","5213",,
"2021-156-6/07/2022","01",0,"SA","Motor Cars - Sedan","2015","West","Female","064","SA","C ","Full","Not Towing","Straight Ahead","001","5048",,
"2021-156-6/07/2022","02",1,,"Pedestrian on Road",,"North","Female","084",,,,,"Crossing without Control",,"5048",,
"2021-157-6/07/2022","01",0,"SA","Motor Cars - Sedan","2015","North West","Male","051","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2021-157-6/07/2022","02",0,"FEDERAL","SEMI TRAILER","2007","North West","Male","052","VIC","MC","Full","Trailer","Swerving","001","3505",,
"2021-157-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-158-6/07/2022","01",0,"SA","Motor Cars - Sedan","2004","North","Male","023","SA","C ","Full","Not Towing","Straight Ahead","002","5038",,
"2021-158-6/07/2022","02",0,"SA","Motor Cars - Sedan","2004","South","Male","020","SA","C ","Full","Not Towing","Right Turn","001","5084",,
"2021-159-6/07/2022","01",2,"VIC","Station Wagon","1998","West","Male","021","VIC","C ","Learners","Not Towing","Swerving","003","3146","Y",
"2021-159-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-160-6/07/2022","01",0,"SA","Motor Cars - Sedan","2011","North West","Male","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5048",,
"2021-160-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-161-6/07/2022","01",0,"SA","Motor Cars - Sedan","1998","South","Male","028","SA","C ","Provisional 2","Not Towing","Swerving","001","5173",,
"2021-161-6/07/2022","02",1,"SA","Motor Cycle","2002","South","Male","056","SA","C R ","Full","Not Towing","Straight Ahead","001","5214",,
"2021-162-6/07/2022","01",0,"NSW","Motor Cars - Sedan","2000","West","Male","060","SA","C ","Full","Not Towing","Swerving","001","5073",,
"2021-162-6/07/2022","02",0,"SA","Station Wagon","2012","East","Female","026","SA","C ","Full","Not Towing","Straight Ahead","001","5067",,
"2021-163-6/07/2022","01",1,"SA","Motor Cars - Sedan","2006","South West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5115",,
"2021-163-6/07/2022","02",0,"SA","Motor Cars - Sedan","2003","North West","Male","029","SA","C ","Full","Not Towing","Right Turn","005","5108",,
"2021-164-6/07/2022","01",2,"SA","Motor Cars - Sedan","2003","South East","Male","045","SA","XX","Unlicenced","Not Towing","Straight Ahead","002","5098",,"Y"
"2021-164-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-165-6/07/2022","01",0,"SA","Motor Cars - Sedan","2012","North West","Female","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5355",,
"2021-165-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
